,hospital_id,hospital_name,id,rating,timeElapsed,language,text,attributes,likeCount,sentiment,overall_sentiment,cleaned_reviews,theme,theme_name
42,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURheUxqUG53RRAB,5,"{'value': 3, 'unit': 'year'}",en,"I was admitted at KNH Critical unit on 3rd of January, 2021 with serious complications associated with Kidney failure. The Nurses and Doctors in the facility saved my life without even emergency kidney dialysis that had been recommended by the private hospital that I was initially admitted. May God Bless you ALL.",{},6.0,0.6792,positive,admitted knh critical unit three rd january two thousand twenty - one serious complication associated kidney failure nurse doctor facility saved life without even emergency kidney dialysis recommended private hospital initially admitted may god bless,4,Staff and Care Quality 
43,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNPOUtXdnp3RRAB,1,"{'value': 2, 'unit': 'year'}",en,"This is by far the worst hospital ever
Very rude nurses,very slow doctors.
You will spend 3 days beofre anyone attends to you.
Its a shame that this is a national hospital.
If possible don’t  take your loved ones here
You will watch them die slowly 😡😡😡😡
Shame shame shame.
Hope people see this",{},7.0,-0.9509,negative,far worst hospital ever rude nursesvery slow doctor spend three day beofre anyone attends shame national hospital possible take loved one watch die slowly 😡😡😡😡 shame shame shame hope people see,0,Hospital Services
44,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUM4bXRTNmlBRRAB,5,"{'value': 4, 'unit': 'year'}",en,"I was highly impressed by your communication and information transmission.
I telephoned to find details of a relative who was admitted on the night of 1st July,2020.
The telephone was responded to immediately and was equally transferred to Ward 5 D extension immediately where I received an update on the condition of the patient promptly.
Keep it up Kenyatta, You carry a very highly respected name of our first President and you should continued keeping your flag flying high. Not to mention that the patient was received and admitted immediately thereby saving his life.",{},3.0,0.8344,positive,highly impressed communication information transmission telephoned find detail relative admitted night one st july2020 telephone responded immediately equally transferred ward five extension immediately received update condition patient promptly keep kenyatta carry highly respected name first president continued keeping flag flying high mention patient received admitted immediately thereby saving life,3,Improvement Areas
45,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUMteS1MUTJ3RRAB,4,"{'value': 1, 'unit': 'year'}",en,"I have been going to knh since 2013 clinic no 18 very good doctors and nurses for my first born ,n the labour ward for delivery of my children,was there 27 oct for my 4th born and all I can say is thanks for good job sister Hilda God bless you for ur good hands,I will forever be grateful to u KNH staff both in clinic no 18 and labour ward for my 4 children,God bless you.",{},,0.957,positive,going knh since two thousand thirteen clinic eighteen good doctor nurse first born n labour ward delivery childrenwas twenty - seven oct four th born say thanks good job sister hilda god bless ur good handsi forever grateful u knh staff clinic eighteen labour ward four childrengod bless,4,Staff and Care Quality 
46,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUM2ei1QbnlRRRAB,3,"{'value': 2, 'unit': 'year'}",en,KNH experience was better than anticipated. One needs at least 2 people to “run around” when bringing a patient for  admission or operations. Mobile money payments have eased the bureaucracy and NHIF reduced thr financial burden.,{},4.0,0.296,negative,knh experience better anticipated one need least two people run around bringing patient admission operation mobile money payment eased bureaucracy nhif reduced thr financial burden,2,Facility Feedback
47,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURRdW9tOFlnEAE,4,"{'value': 6, 'unit': 'year'}",en,"Very helpful switchboard and entrance guards.Much better than other places such as England. And what about the consultants ? Well, as long as they don't behave as self-preening and self-serving 'coconuts' (the remnant stooges of a colonial era) and develop protocols that serve their patients and their junior doctors interests and the not the agenda of parasitical politicians, perhaps they may redeem themselves.",{},5.0,0.8439,positive,helpful switchboard entrance guard much better place england consultant well long behave self - preening self - serving coconut ( remnant stooge colonial era develop protocol serve patient junior doctor interest agenda parasitical politician perhaps may redeem,0,Hospital Services
48,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURUNGRLSXd3RRAB,5,"{'value': 2, 'unit': 'month'}",en,Excellency in patient care,{},,0.7717,positive,excellency patient care,0,Hospital Services
49,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURJN3AyQ1FnEAE,1,"{'value': 5, 'unit': 'year'}",en,"1 star because of CORRUPTION sana! You have some of the most knowledgeable doctors ,especially the junior doctors but they don't get paid! They do most of the work  but get little reward. Its SHOCKING! The Kenyan Ministry of Health is aware of how it is treating doctors with Kenyan citizenship.  if they were American, or British or Australian this would never be tolerated.
Patients should know this and where their money is going! The consultants put in an appearance and the rest of the time are busy in their private clinics where they have created their own mafias. Instead you have senior management and heads of departments who take the lion's share .Shameless exploitation and they call it a teaching hospital! The medical board knows this but turns a blind eye.",{},4.0,-0.4873,negative,one star corruption sana knowledgeable doctor especially junior doctor get paid work get little reward shocking kenyan ministry health aware treating doctor kenyan citizenship american british australian would never tolerated patient know money going consultant put appearance rest time busy private clinic created mafia instead senior management head department take lion share shameless exploitation call teaching hospital medical board know turn blind eye,0,Hospital Services
50,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURPc3VlNXZRRRAB,5,"{'value': 2, 'unit': 'year'}",en,"I blindly believed the negative hearsay about the hospital.....however,after my sister's admission, I have wondered why pple pay exorbitant fees for medical attention in private hospitals....kenyatta hospital is no longer what it used to be.....it is a completely transformed service , .nurses are extremely friendly,efficient, ....in a nutshell, the service is on point .....5 star especially to nurses/doctors on 7th floor....Nurse Munyi and your team,you are exceptional...be blessed....#rheumatology wing..
..",{},5.0,-0.743,negative,blindly believed negative hearsay hospital ..... howeverafter sister admission wondered pple pay exorbitant fee medical attention private hospital .... kenyatta hospital longer used ..... completely transformed service nurse extremely friendlyefficient .... nutshell service point ..... 5 star especially nurse doctor seven th floor .... nurse munyi teamyou exceptional ... blessed ....# rheumatology wing .. ..,1,"Affordability, and Accessibility"
51,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURvM19tSG9nRRAB,4,"{'value': 5, 'unit': 'year'}",en,"Kenyatta National Hospital is the largest referral hospital in Kenya. The hospital has been in service for a pretty long time. It has both the public wing and private wing.  The hospital has undergone renovations over the years. There hospital is manned 24 hours around the clock and it is very clean.  Over the years it has experienced some changes in management due to some neglegence. Currently, the hospital has been not in the public limelight.",{},2.0,0.7346,positive,kenyatta national hospital largest referral hospital kenya hospital service pretty long time public wing private wing hospital undergone renovation year hospital manned twenty - four hour around clock clean year experienced change management due neglegence currently hospital public limelight,0,Hospital Services
52,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURXNjctOUVBEAE,5,"{'value': 2, 'unit': 'year'}",en,"To all health care workers, we salute you. God bless you.",{},3.0,0.7964,positive,health care worker salute god bless,2,Facility Feedback
53,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNobGJMSTlBRRAB,5,"{'value': 1, 'unit': 'year'}",en,"Cheap junk food outside at the gate... Fruits, yogurt, sausages, chapatis, groundnuts etc...
Right inside at the Information Centre, Mpesa services, and sweet fresh and UHT KCC milk..",{},1.0,0.6486,positive,cheap junk food outside gate ... fruit yogurt sausage chapati groundnut etc ... right inside information centre mpesa service sweet fresh uht kcc milk ..,3,Improvement Areas
54,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUN5ck1TRHZRRRAB,2,"{'value': 3, 'unit': 'year'}",en,"Kenyatta national hospital outpatient, inpatient, referral and all the other services are a whole day affair. You'll not be out of there in a couple of hours. Carry a bottle of water or three, some snacks, charged devices and patience.

About their private wing, if you have other options take them and if you don't, God help you.
Before you leave a patient in that hospital bed, make sure they're squared away because there's only one nurse for an entire wing and no one will get to your patient in the next six hours.
Incase your patient has dietary restrictions, hunt down a member of the kitchen staff and say something. It doesn't matter if that information is in the patient's file or you told every nurse and doctor you've come across, that information will not get to the kitchen staff.
Also, they don't really cater for dietary restrictions. For example if you're diabetic and the hospital is serving white rice, soggy cabbage and some sort of beans stew for lunch, you'll get lot's of beans, a little rice and soggy cabbage and a patient without restrictions will get lots of rice, a spoonful of beans and soggy cabbage.

You'll pay for a private room and you'll get: a broken bed, a very dusty closet and a room where paint is peeling right off the wall.

If you take medication, say insulin,talk to your nurse who will forget about that. Then remind him/her over and over again( that is if you see them).
And when you'll be in pain, vumilia my friend. No one gives a damn.

So, the next time that little devil on your shoulder whispers that the private wing at Kenyatta offers almost the same quality of care as a private hospital and you'll save some money. Don't listen to that voice. Don't do it.",{},10.0,-0.9033,negative,kenyatta national hospital outpatient inpatient referral service whole day affair couple hour carry bottle water three snack charged device patience private wing option take god help leave patient hospital bed make sure squared away one nurse entire wing one get patient next six hour incase patient dietary restriction hunt member kitchen staff say something matter information patient file told every nurse doctor come across information get kitchen staff also really cater dietary restriction example diabetic hospital serving white rice soggy cabbage sort bean stew lunch get lot bean little rice soggy cabbage patient without restriction get lot rice spoonful bean soggy cabbage pay private room get broken bed dusty closet room paint peeling right wall take medication say insulintalk nurse forget remind see ). pain vumilia friend one give damn next time little devil shoulder whisper private wing kenyatta offer almost quality care private hospital save money listen voice,0,Hospital Services
55,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNRbnA2YVBBEAE,4,"{'value': 6, 'unit': 'year'}",en,"Quality Healthcare, but that's if that's what you are seeking. But if you need someone to hold your hand and be your private nurse answering to all your little quibbles, then this is definitely not the place for you. Kenyatta deals with too many patients from all over the country to worry about being polite, gentle, civil, or even nice to patients, no matter how serious the condition. BUT you will go back home having received the best care, if you can stand for their roughneck methods of administering it",{},3.0,0.9664,positive,quality healthcare seeking need someone hold hand private nurse answering little quibble definitely place kenyatta deal many patient country worry polite gentle civil even nice patient matter serious condition go back home received best care stand roughneck method administering,2,Facility Feedback
56,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURDeHVMNGZ3EAE,5,"{'value': 3, 'unit': 'year'}",en,"Kenyatta National Hospital takes pride in being a pioneer in multi-specialty critical care with an experience of over 30 years.

We are equipped with many
Backed up by a full-fledged 24/7 laboratory services with state-of-the-art equipment's & technology, 24 hours radiology services backed up CT, X-Ray & excellent non – invasive and invasive diagnostic services including Echo, Stress – Echo, Holter, TMT, Angiography & Special Investigations in every department making diagnostic services at KNH excellent in supporting the various therapeutic services Specialist in all fields form the backbone of the institution. Many of our specialist have an experience of over 3 decades who provide holistic care to our patients. …bedded medical and surgical ICU. The ICU is strengthened by round the clock availability of specialist doctors and support services like 24/7 Laboratory , Xray, CT scan , Dialysis, Endoscopy, bronchoscopy , 2DECHO, Cath Lab, latest ventilators and other equipment. At our centre we regularly handle emergencies and critically ill patients in the fields of cardiology , pulmonology, nephrology, neurology , gastroenterology and trauma. The ICU also provides backup for surgical patients from the area , in fields of gynecology, general surgery, orthopedics , urology, ophthalmology. Backed up by a full-fledged 24/7 laboratory services with state-of-the-art equipment's & technology, 24 hours radiology services backed up CT, X-Ray & excellent non – invasive and invasive diagnostic services. .",{},3.0,0.9726,positive,kenyatta national hospital take pride pioneer multi - specialty critical care experience thirty year equipped many backed full - fledged twenty - four 7 laboratory service state - - - art equipment technology twenty - four hour radiology service backed ct x - ray excellent non invasive invasive diagnostic service including echo stress echo holter tmt angiography special investigation every department making diagnostic service knh excellent supporting various therapeutic service specialist field form backbone institution many specialist experience three decade provide holistic care patient … bedded medical surgical icu icu strengthened round clock availability specialist doctor support service like twenty - four 7 laboratory xray ct scan dialysis endoscopy bronchoscopy two decho cath lab latest ventilator equipment centre regularly handle emergency critically ill patient field cardiology pulmonology nephrology neurology gastroenterology trauma icu also provides backup surgical patient area field gynecology general surgery orthopedics urology ophthalmology backed full - fledged twenty - four 7 laboratory service state - - - art equipment technology twenty - four hour radiology service backed ct x - ray excellent non invasive invasive diagnostic service .,4,Staff and Care Quality 
57,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUR0OExpUnlRRRAB,5,"{'value': 6, 'unit': 'month'}",en,Its the biggest national hospital in east and central africa,{},,0.0,negative,biggest national hospital east central africa,0,Hospital Services
58,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNBbDdqRllBEAE,3,"{'value': 10, 'unit': 'year'}",en,Thought we lost our son at the casualty on 11th may at 1.30 a.m the nurse in blue like head nurse was very competitive. The disturbing thing is how comes our son died 1 hr after he got 3 injections? We were talking so well and were waiting to enter number 5.,{},1.0,-0.7453,negative,thought lost son casualty eleven th may 1 30 nurse blue like head nurse competitive disturbing thing come son died one hr got three injection talking well waiting enter number five,4,Staff and Care Quality 
59,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURVbEl2SlFREAE,4,"{'value': 5, 'unit': 'year'}",en,"Kenyatta hospital is a referral hospital so be sure to check in with enough snacks and warm clothing when you visit as there will always be long queues in all faculties. The hallways are really cold as the wind breezes through unperturbed. The staff are professional though there will always be some bad apples ruining the good that the majority do. People seeking treatment start streaming in as early as 5AM in the morning. You can access the hospital via public means either through the Kencom stage or GPO stage. The buses plying this route are labelled no. 7 and no. 7C. You can use Kenya bus company, Citi hoppa or Double M buses that will drop you at the main hospital terminus. Visiting hours are early in the morning, 12.30pm to 2pm and 4.30pm to 6pm in the evening.",{},4.0,-0.5606,negative,kenyatta hospital referral hospital sure check enough snack warm clothing visit always long queue faculty hallway really cold wind breeze unperturbed staff professional though always bad apple ruining good majority people seeking treatment start streaming early five morning access hospital via public mean either kencom stage gpo stage bus plying route labelled seven seven c use kenya bus company citi hoppa double bus drop main hospital terminus visiting hour early morning 12 30 pm two pm 4 30 pm six pm evening,0,Hospital Services
60,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURwNS1qOEtREAE,5,"{'value': 11, 'unit': 'month'}",en,"Thanks Kenyatta national hospital a million times for your maternity services, will always choose you again and again",{},,0.4404,neutral,thanks kenyatta national hospital million time maternity service always choose,3,Improvement Areas
61,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURTdmZfaXhBRRAB,1,"{'value': 3, 'unit': 'year'}",en,We took our love one who was badly injured was in need of surgery on 1st of 2021 till today on 6th Jan 2021 no surgery as been performed the doctors are full of lies saying his next his next they only give him pain med this is the kind of hospital u see ur loved ones cry for help and nothing is done.,{},3.0,-0.6597,negative,took love one badly injured need surgery one st two thousand twenty - one till today six th jan two thousand twenty - one surgery performed doctor full lie saying next next give pain med kind hospital u see ur loved one cry help nothing done,4,Staff and Care Quality 
62,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNnc1lUallREAE,1,"{'value': 5, 'unit': 'year'}",en,KNH management need to urgently review their payment system.If there is a paybill no.why not use it in the respective clinics to hasten operations instead of making patients queue at one point awaiting receipts then go back to clinuc,{},1.0,0.4215,neutral,knh management need urgently review payment system paybill use respective clinic hasten operation instead making patient queue one point awaiting receipt go back clinuc,4,Staff and Care Quality 
63,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURHdjVXTWNREAE,2,"{'value': 2, 'unit': 'year'}",en,"Private wing should add more staff receiving nhif clients, (currently it is only one staff) you can spend a whole day waiting nhif clearance... Nhif service too slow",{},3.0,0.0,negative,private wing add staff receiving nhif client currently one staff spend whole day waiting nhif clearance ... nhif service slow,1,"Affordability, and Accessibility"
64,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNpazl6WmZ3EAE,4,"{'value': 3, 'unit': 'year'}",en,"I was admitted with a disc bulge,couldnt walk and with severe pain I was operated by one dr.fazal and it was like a performed miracle.am on my feet again.kudos to all knh fraternity especially ward 6c room 1 staff",{},4.0,-0.4588,negative,admitted disc bulgecouldnt walk severe pain operated one dr fazal like performed miracle foot kudos knh fraternity especially ward six c room one staff,1,"Affordability, and Accessibility"
65,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUQ2eE1xMkRBEAE,5,"{'value': 2, 'unit': 'year'}",en,"Mega architecture. I’m near gardens, modernistic building",{},1.0,0.0,negative,mega architecture near garden modernistic building,3,Improvement Areas
66,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNHcl9fM1VBEAE,3,"{'value': 2, 'unit': 'year'}",en,"Private ward's experience is different from the general ward experience. Two worlds apart.
But the view from 10th floor is just breathtaking",{},6.0,0.6124,positive,private ward experience different general ward experience two world apart view ten th floor breathtaking,3,Improvement Areas
67,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNKeGN5MVpBEAE,5,"{'value': 1, 'unit': 'year'}",en,Nowadays no unnecessary referrals so the number of people has reduced,{},,-0.1585,negative,nowadays unnecessary referral number people reduced,3,Improvement Areas
68,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNRcC1IOW5RRRAB,5,"{'value': 6, 'unit': 'year'}",en,It has modern facilities to treat cancer patient. It has doctors from Cuba who are very well trained also has the best Kenyan doctors to treat all kind of diseases.,{},1.0,0.7645,positive,modern facility treat cancer patient doctor cuba well trained also best kenyan doctor treat kind disease,1,"Affordability, and Accessibility"
69,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNBaGRxQkVnEAE,1,"{'value': 10, 'unit': 'year'}",en,"We brought a mzee who had had a catheter for 8 years off and on.We were so mistreated and shouted at. I vowed never to come back. We raised some money and took him to Kijabe Hospital where he was operated on and now he is well. Kijabe is busy, but when they give you a date, they keep their word.With the # of consultants and theatres, KNH can do better.",{},3.0,0.6597,positive,brought mzee catheter eight year mistreated shouted vowed never come back raised money took kijabe hospital operated well kijabe busy give date keep word consultant theatre knh better,1,"Affordability, and Accessibility"
70,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURBMEl5V1RREAE,5,"{'value': 7, 'unit': 'year'}",en,Well equipped and clean. The nurses esp at the ICU are real and they work beyond the call of duty. God Bless KNH,{},3.0,0.8271,positive,well equipped clean nurse esp icu real work beyond call duty god bless knh,2,Facility Feedback
71,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUN3eHVEQ19nRRAB,5,"{'value': 7, 'unit': 'year'}",en,They save my life from gun shot.  God bless Kenyatta hospital doctors especially Dr. Kimani and Dr Mbuni. All nurses n staff i salute God bless u all for your great work....  Hongera..  GREAT KENYANS3,{},7.0,0.9614,positive,save life gun shot god bless kenyatta hospital doctor especially dr kimani dr mbuni nurse n staff salute god bless u great work .... hongera .. great kenyans3,4,Staff and Care Quality 
72,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNadzVTVE1BEAE,4,"{'value': 10, 'unit': 'month'}",en,Nice services,{},,0.4215,neutral,nice service,2,Facility Feedback
73,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUR6a1B6bXhBRRAB,5,"{'value': 2, 'unit': 'month'}",en,Got served well,{},,0.2732,negative,got served well,4,Staff and Care Quality 
74,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNBbllDb2FBEAE,2,"{'value': 7, 'unit': 'year'}",en,"Treatment OK ,queuing due to tight security, bed sharing in eighth floor. Praying for all the sick and suffering to get healed speedily, in Jesus name.",{},4.0,0.4995,neutral,treatment ok queuing due tight security bed sharing eighth floor praying sick suffering get healed speedily jesus name,4,Staff and Care Quality 
75,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNKOGRhOV93RRAB,4,"{'value': 1, 'unit': 'year'}",en,It is a good hospital with quality healthcare services,{},,0.4404,neutral,good hospital quality healthcare service,2,Facility Feedback
76,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUN1M1pUSWhBRRAB,4,"{'value': 2, 'unit': 'year'}",en,"Public Hospitals server the common people,we should all endeavor to make them better.",{},1.0,0.4404,neutral,public hospital server common peoplewe endeavor make better,0,Hospital Services
77,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUN3aXI3Q1pREAE,2,"{'value': 7, 'unit': 'year'}",en,"Dismissive staff who constantly show lack of any sort of empathy for others. Paperwork and billing isn't centralized despite computerising the process. Wait times, even at casualty, is appalling. You need to step up!",{},1.0,-0.8172,negative,dismissive staff constantly show lack sort empathy others paperwork billing centralized despite computerising process wait time even casualty appalling need step,3,Improvement Areas
78,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNBMHJfc09REAE,5,"{'value': 9, 'unit': 'year'}",en,Now i agree that we have the best goverment institution in kenya.thank to the jubilee goverment.this is not the kenyatta hospital we know befor .services there and there.staff dont even say may God bless them for the good job they do for our nation.,{},1.0,0.926,positive,agree best goverment institution kenya thank jubilee goverment kenyatta hospital know befor service staff dont even say may god bless good job nation,4,Staff and Care Quality 
79,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURCc1lPN2hnRRAB,3,"{'value': 1, 'unit': 'year'}",en,It's highly congested but has the best doctors in the country.,{},1.0,0.7783,positive,highly congested best doctor country,0,Hospital Services
80,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURRdTRHU2l3RRAB,1,"{'value': 9, 'unit': 'year'}",en,KNH is a scam!!! A 94 year old man is admitted with a broken arm!!! And what do they do? Nothing! !!!! They just keep the old man in bed for 8 days and then send him home with his arm  same as when he was first admitted,{},,-0.8002,negative,knh scam !!! ninety - four year old man admitted broken arm !!! nothing !!!! keep old man bed eight day send home arm first admitted,2,Facility Feedback
81,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURobjR5LXN3RRAB,1,"{'value': 1, 'unit': 'year'}",en,Very  arrogant cleaner a man in 7th floor ward female white team.....the worst experience.......bad attitude nktest,{},,-0.766,negative,arrogant cleaner man seven th floor ward female white team ..... worst experience ....... bad attitude nktest,3,Improvement Areas
82,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUMwcnVPSEN3EAE,5,"{'value': 4, 'unit': 'year'}",en,"You guys saved my baby,s life ,i will always be grateful to this hospital, salute to all the doctors at paed. ward  3D",{},7.0,0.7003,positive,guy saved baby life always grateful hospital salute doctor paed ward three,1,"Affordability, and Accessibility"
83,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNjLVoyNndBRRAB,5,"{'value': 4, 'unit': 'year'}",en,"I was admitted on 4th December,2019 to 10 February 2020.the care given to me was awesome.they deserve five stars",{},,0.5574,neutral,admitted four th december2019 ten february two thousand twenty care given awesome deserve five star,3,Improvement Areas
84,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURaN1A3QV93RRAB,4,"{'value': 10, 'unit': 'month'}",en,Good customer service and clean rooms,{},2.0,0.6808,positive,good customer service clean room,2,Facility Feedback
85,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUR4aV9qYW1nRRAB,5,"{'value': 1, 'unit': 'year'}",en,The best Referral Hospital in East and Central Africa,{},,0.6369,positive,best referral hospital east central africa,0,Hospital Services
86,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUQtay1Yb3hnRRAB,5,"{'value': 1, 'unit': 'year'}",en,"The biggest hospital wametaka n east and Central Africa, qualified doc and nurses",{},,0.0,negative,biggest hospital wametaka n east central africa qualified doc nurse,0,Hospital Services
87,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURRNmFfWE1nEAE,5,"{'value': 9, 'unit': 'year'}",en,A world class institution which deals with any kind of complications and has a dedicated team which delivers specialized health care to its clients. An institution to depend on.,{},,0.7351,positive,world class institution deal kind complication dedicated team delivers specialized health care client institution depend,0,Hospital Services
88,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURnamJ5UDVBRRAB,4,"{'value': 7, 'unit': 'year'}",en,Service at the A&E bit slow. Generally very busy hospital providing wide range of inpatient and outpatient services,{},3.0,0.0,negative,service e bit slow generally busy hospital providing wide range inpatient outpatient service,4,Staff and Care Quality 
89,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNRXzZUSTRnRRAB,3,"{'value': 8, 'unit': 'year'}",en,"KNH has really improved since the last time I visited in 2005,keep the spirit but still more effort is needed.",{},,0.3708,negative,knh really improved since last time visited two thousand five keep spirit still effort needed,1,"Affordability, and Accessibility"
90,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNSMS1ycFRBEAE,5,"{'value': 1, 'unit': 'year'}",en,Good and reliable services by professional doctors.,{},1.0,0.4404,neutral,good reliable service professional doctor,0,Hospital Services
91,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUN3dE1MTmhBRRAB,4,"{'value': 9, 'unit': 'year'}",en,"Wonderful Learning Institution!
I observed and assisted on my first open heart surgery here!",{},2.0,0.6467,positive,wonderful learning institution observed assisted first open heart surgery,1,"Affordability, and Accessibility"
92,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUMwcnRIMGp3RRAB,3,"{'value': 4, 'unit': 'year'}",en,"Kenya's largest referral hospital, mostly croweded but medical services offered to all who seek.",{},2.0,0.0,negative,kenya largest referral hospital mostly croweded medical service offered seek,3,Improvement Areas
